"title","description","organisation_political","organisation_type","organisation_featuring_priority","potential_service","potential_service_link"
"Civil Aviation Authority","The Civil Aviation Authority (CAA) is responsible for the regulation of aviation safety in the UK, determining policy for the use of airspace, the economic regulation of Heathrow, Gatwick and Stansted airports, the licensing and financial fitness of airlines and the management of the ATOL financial protection scheme for holidaymakers. CAA is a public corporation of the Department for Transport .",FALSE,"public_corporation","news","no_featured_links",NA
"Crossrail International","Crossrail International (CI) was established by the Department for Transport to help promote UK businesses abroad. It is a specialist advisory practice that works with UK partners to provide strategic advice to clients on the development and delivery of complex rail and metro schemes across the globe. CI is a public corporation of the Department for Transport .",FALSE,"public_corporation","news","no_featured_links",NA
"DfT OLR Holdings Limited","DOHL maintains the continuity of passenger rail services if a passenger rail franchise terminates and is not immediately replaced. DOHL is a public corporation of the Department for Transport .",FALSE,"public_corporation","news","no_featured_links",NA
"Historic Royal Palaces","Historic Royal Palaces (HRP) manages Britain’s unoccupied royal palaces: the Tower of London, Hampton Court Palace, the Banqueting House, Kensington Palace and Kew Palace. HRP is a public corporation of the Department for Digital, Culture, Media & Sport .",FALSE,"public_corporation","news","no_featured_links",NA
"London and Continental Railways Limited","London and Continental Railways Ltd ( LCR ) is wholly owned by the Department of Transport and specialises in the management, development and disposal of property assets within a railway context and, in particular, property assets associated with major infrastructure projects. LCR was responsible for the delivery of the High Speed One railways including new stations at Stratford International and Ebbsfleet, as well as the rebirth of St. Pancras International. Today, having divested of HS1 , LCR ’s primary focus is in the area of property development and land regeneration. LCR is a public corporation of the Department for Transport .",FALSE,"public_corporation","news","no_featured_links",NA
"National Employment Savings Trust (NEST) Corporation","The National Employment Savings Trust (NEST) Corporation is the trustee of the NEST occupational pension scheme. The scheme, which is run on a not-for-profit basis, ensures that all employers have access to suitable, low-charge pension provision to meet their new duty to enrol all eligible workers into a workplace pension automatically. NEST Corporation is a public corporation of the Department for Work and Pensions .",FALSE,"public_corporation","news","no_featured_links",NA
"Office for Nuclear Regulation","The Office for Nuclear Regulation is the UK’s independent nuclear regulator. Its mission is to protect society by securing safe nuclear operations. ONR is a public corporation of the Department for Work and Pensions .",FALSE,"public_corporation","news","no_featured_links",NA
"The Oil and Pipelines Agency","We are a statutory public corporation, sponsored by the Secretary of State for Defence, formed in 1986 by virtue of the Oil and Pipelines Act 1985. We manage, operate and maintain 6 Naval Oil Fuel Depots and a Petroleum Storage Depot on behalf of the Ministry of Defence. OPA is a public corporation of the Ministry of Defence .",TRUE,"public_corporation","news","Gosport Oil Fuel Depot redevelopment","https://www.gov.uk/guidance/gosport-oil-fuel-depot-redevelopment"
"Ordnance Survey","Ordnance Survey (OS) is Great Britain’s national mapping agency. It carries out the official surveying of GB, providing the most accurate and up-to-date geographic data, relied on by government, business and individuals. OS is a public corporation of the Department for Business, Energy & Industrial Strategy .",FALSE,"public_corporation","news","no_featured_links",NA
"Pension Protection Fund","The Pension Protection Fund (PPF) pays compensation to members of eligible defined benefit pension schemes, when there is a qualifying insolvency event in relation to the employer and where there are insufficient assets in the pension scheme to cover Pension Protection Fund levels of compensation. PPF is a public corporation of the Department for Work and Pensions .",FALSE,"public_corporation","news","no_featured_links",NA
"Royal Parks","The Royal Parks charity was created in March 2017 and officially launched in July 2017 to support and manage 5,000 acres of Royal parkland across London. It took over the role of managing the parks from The Royal Parks Agency - a former agency of the Department for Digital, Culture, Media and Sport (DCMS). The Royal Parks charity looks after eight of London’s largest open spaces; Hyde, The Green, Richmond, Greenwich, St James’s, Bushy and The Regent’s Parks, and Kensington Gardens. It also manages other important open spaces in the capital including Brompton Cemetery, Victoria Tower Gardens, Canning Green and Poet’s Corner. The parks are owned by the Crown with their responsibility resting with the Secretary of State for Digital, Culture, Media and Sport. The Royal Parks charity manages the parks on behalf of the Government. Royal Parks is a public corporation of the Department for Digital, Culture, Media & Sport .",FALSE,"public_corporation","news","no_featured_links",NA
