,Abbr,Organisation,Body,service,Servicetype,URL,Servicedesc,Customertype,Businesmodel,Comments,201212,201212digital,201303,201303digital,201306,201306digital,201309,201309digital,201312,201312digital,201403,201403digital,201406,201406digital,201409,201409digital,201412,201412digital,201503,201503digital,201506,201506digital,201509,201509digital,201512,201512digital,201603,201603digital,201606,201606digital,201609,201609digital,201612,201612digital,201703,201703digital,max_observed
421,Home Office,Home Office,HM Passport Office,Late death registrations,Requesting a licence or consent,,Data for authorisations of late death registrations.,Individuals,Taxpayers,,3400,0,3653,0,3550,0,3770,0,3778,0,3719,0,3712,0,3901,0,4322,0,4170,0,4037,0,3685,0,3175,0,3202,0,3232,0,3150,0,3091,0,2957,0,4322
17,BEIS,Department for Business Energy and Industrial Strategy,Intellectual Property Office,Applications to record changes to the ownership of UK trade marks,Amending/deleting information,https://www.gov.uk/government/publications/trademarkformsandfees,Data for applications to record changes submitted on form TM16.,Business,Fees and charges,,4121,,4121,,3696,,3740,,3802,0,3778,0,3806,0,3829,0,3911,0,4021,0,4020,0,4110,0,4186,0,4229,0,4352,0,4463,0,4442,0,4449,0,4463
125,DCMS,Department for Culture Media and Sport,Gambling Commission,Gambling Commission online returns,Providing information,https://secure.gamblingcommission.gov.uk/RegReturnsLive/,Data for Gambling Commission online returns.,Business,Taxpayers,,,,,,,,3605,2764,3665,2808,3262,2522,3290,2523,3645,2817,3473,2727,,,,,,,,,,,,,,,,,,,3665
397,HMT,HM Treasury,Financial Conduct Authority,Applications to vary an existing consumer credit licence,Requesting a licence or consent,,Data for applications to vary an existing consumer credit licence.,Business,Taxpayers,The Office of Fair Trading was responsible for protecting consumer interests throughout the UK until it closed on 1 April 2014. Responsibility for Consumer Credit licensing and Money Laundering supervision now lies with the Financial Conduct Authority and HMRC.,3250,,3386,,3396,,3601,,5438,,7618,,10631,,,,,,,,,,,,,,,,,,,,,,,,10631
134,DCMS,Department for Culture Media and Sport,Department for Culture Media and Sport,Listed Places of Worship Grant Scheme: VAT claims,Requesting benefits payments or loans,http://www.lpwscheme.org.uk/,Data for claims for VAT incurred in making repairs and alterations to buildings used mainly for public worship.,Charity,Taxpayers,,,,,,,,3468,0,3467,,,,,,,,,,,,,,,,,,,,18449,17747,,,,,,,18449
15,BEIS,Department for Business Energy and Industrial Strategy,Intellectual Property Office,Application to record a change of ownership or give notice of rights acquired in a patent or patent application,Registering,https://www.gov.uk/government/publications/patentformsandfees,Data for applications to record a change of ownership or give notice of rights acquired in a patent or patent application (F21).,Business,Fees and charges,,3593,,3593,,3336,,3413,,3453,0,3379,0,6005,0,6051,0,6135,0,6150,0,3517,0,3437,0,3242,0,3398,0,5845,0,5776,0,5846,0,5765,0,6150
127,DCMS,Department for Culture Media and Sport,Gambling Commission,Gambling Commission: personal licence renewals,Requesting a licence or consent,http://www.gamblingcommission.gov.uk/Licensingcomplianceenforcement/Mostusedforms.aspx,Data for renewals of personal licences.,Business,[not provided],,,,,,,,3260,1197,3674,1287,3392,1103,3479,1504,4301,2081,4696,2413,,,,,,,,,,,,,,,,,,,4696
278,DHSC,Department of Health and Social Care,Medicines and Healthcare products Regulatory Agency,Reports of medicines offences ,Requesting information,,Data for reports of medicines offences.,Individuals,[not provided],,,,,,,,3233,,3057,,2853,,2924,,3254,,3590,,4111,,4396,,4102,,4561,,4398,,3834,,3603,,2765,,2380,,4561
97,BEIS,Department for Business Energy and Industrial Strategy,Department for Business Energy and Industrial Strategy,Permits for the use and discharge offshore of approved chemicals for drilling maintenance and production activities,Requesting a licence or consent,https://www.og.decc.gov.uk/portal.htm,Data for permits for the use and discharge offshore of approved chemicals for drilling maintenance and production activities.,Business,Fees and charges,,1812,,3218,3218,3173,,3208,,3131,,3123,,55,,2064,,1614,,1988,,1896,,,,,,1784,,,,,,,,,,3218
217,DfE,Department for Education,Education and Skills Funding Agency,UK Register of Learning Providers: new providers verified,Providing information,https://www.ukrlp.co.uk/,Data for new learning providers registering with the UK Register of Learning Providers. Information supplied by registered providers is shared across agencies including the Skills Funding Agency and the Higher Education Funding Council for England.,Business,Taxpayers,,2000,,1604,,2562,,3129,3129,4244,4244,4610,4610,5137,5137,4898,,4220,4220,3886,3886,3638,3638,7815,7815,8484,8484,8779,8779,8863,8863,4820,4820,7050,7050,,,8863
169,Defra,Department for Environment Food and Rural Affairs,Forestry Commission,England Woodland Grant Scheme,Requesting benefits payments or loans,http://www.forestry.gov.uk/ewgs,Data for applications to the England Woodland Grant Scheme,Business,Taxpayers,,2000,,,,,,3036,974,3871,1360,4155,1361,4363,1344,4094,1217,3126,,2465,,1723,,1077,,530,,216,,,,,,0,,0,,4363
199,Defra,Department for Environment Food and Rural Affairs,Animal and Plant Health Agency,Approvals of premises for animal health and welfare,Requesting a licence or consent,http://www.defra.gov.uk/ahvlaen/diseasecontrol/premiseslicence/approved/,Data for approval of premises for animal health and welfare purposes.,Business,Taxpayers,,,,,,,,2952,0,2849,,2922,0,2930,0,2821,0,2893,0,2784,0,2811,0,2569,0,2265,0,2106,0,1866,0,1870,0,1870,0,1849,0,2952
422,Home Office,Home Office,HM Passport Office,Reregistrations of births,Requesting a licence or consent,,Data for authorisations of reregistrations of births.,Individuals,Taxpayers,,2500,0,2732,0,2200,0,2912,0,2975,0,3056,0,3084,0,3219,0,3269,0,3167,0,3355,0,3376,0,3473,0,3809,0,3707,0,3825,0,3933,0,3911,0,3933
426,Home Office,Home Office,HM Passport Office,People authorised to register marriages in a building,Registering,,Data for the people recorded by the Registrar General as being authorised by the trustees or governing body of a building to register any marriages solemnised in that building.,Individuals,Taxpayers,,1500,0,2155,0,1700,0,2791,0,2752,0,2662,0,2478,0,2498,0,2627,0,2922,0,3634,0,3504,0,3556,0,3503,0,2994,0,3047,0,2851,0,2655,0,3634
124,DCMS,Department for Culture Media and Sport,Gambling Commission,Gambling Commission: key events reported,Providing information,http://www.gamblingcommission.gov.uk/Keyevents.aspx,Data for key events reported to the Gambling Commission.,Business,[not provided],,,,,,,,2788,408,2578,423,2566,417,2942,505,3220,576,3792,756,,,,,,,,,,,,,,,,,,,3792
250,DfT,Department for Transport,Driver and Vehicle Licensing Agency,Applications and renewals for a diplomatic driver permit,Requesting a licence or consent,,Data for applications for or renewals of a diplomatic driver permit.,Individuals,Fees and charges,The volume and cost data presented here is subject to change as the method of calculation is refined. Until it has been through a formal assurance process care should be taken in using the data to support analysis of DVLA business.,,,,,1792,0,2785,0,2447,,2042,,1001,0,535,0,578,0,903,0,1314,0,1285,0,1484,0,1514,0,1311,0,1281,0,,0,,0,2785
3,BEIS,Department for Business Energy and Industrial Strategy,Intellectual Property Office,Applications for licences under the patent to be available as of right,Providing information,https://www.gov.uk/government/publications/patentformsandfees,Data for applications by the proprietor of a patent for an entry to be made in the register that licences under the patent are available as of right (F28).,Business,Fees and charges,,1061,,1061,,2097,,2259,,2342,0,1962,0,1728,0,1231,0,969,0,1027,0,991,0,1031,0,904,0,746,0,869,0,754,0,881,0,1093,0,2342
216,DfE,Department for Education,Education and Skills Funding Agency,National Apprenticeship Awards: registrations,Registering,http://www.apprenticeships.org.uk/awards/nationalapprenticeshipawards.aspx,Data for registrations for the National Apprenticeship Awards.,Business,Taxpayers,These transactions relate to the number of entries and applications submitted by employers and individuals. The applications process runs annually from January to March only.,3400,,2345,,2248,,2248,2248,2248,2248,2248,2248,4513,4513,2265,2265,2265,2265,2265,2265,0,0,1979,1979,1979,1979,1979,1979,1979,1979,1558,1558,1558,1558,,,4513
194,Defra,Department for Environment Food and Rural Affairs,Marine Management Organisation,Online applications for marine licences,Requesting a licence or consent,https://marinelicensing.marinemanagement.org.uk/,Data for online applications for marine licences,Business,Fees and charges,,,,,,,,2198,,1927,,1677,,1468,,1404,,1511,,1587,,1655,,1503,,1337,,1208,,1032,,994,,913,,945,,2198
178,Defra,Department for Environment Food and Rural Affairs,Forestry Commission,Felling licences,Requesting a licence or consent,http://www.forestry.gov.uk/forestry/INFD6DFK86,Data for felling licences issued by the Forestry Commission.,Business,Taxpayers,,2000,,,,,,2144,202,2272,228,2268,239,2845,256,3274,311,3187,,3211,,2763,,2347,,2367,,2417,,2432,,2497,,2601,,2658,,3274
130,DCMS,Department for Culture Media and Sport,Gambling Commission,Applications for a personal gambling licence ,Requesting a licence or consent,http://www.gamblingcommission.gov.uk/licensing_compliance__enfo/licensing.aspx,Data for applications for a personal gambling licence.,Business,Taxpayers,,,,,,,,1951,0,1949,0,1846,0,1798,0,1801,0,2108,0,,,,,,,,,,,,,,,,,,,2108
298,DHSC,Department of Health and Social Care,Medicines and Healthcare products Regulatory Agency,Medicines and Healthcare Regulatory Agency (MHRA) licence: labels and leaflets,Requesting a licence or consent,https://services.intralinks.com/logon.html?clientID=3997623225,Data for submissions from the pharmaceutical industry to MHRA for labels and leaflets relating to licences.,Business,[not provided],,,,,,1500,771,1937,,1582,,1535,,1545,,1517,,1607,,1581,,1497,,1461,,1309,,1429,,1262,,1129,,1132,,799,,1937
294,DHSC,Department of Health and Social Care,Medicines and Healthcare products Regulatory Agency,Medicines and Healthcare Regulatory Agency (MHRA) licence: cancellations,Requesting a licence or consent,https://services.intralinks.com/logon.html?clientID=3997623225,Data for submissions from the pharmaceutical industry to MHRA for licence cancellations.,Business,[not provided],,,,,,1200,587,1930,,1899,,1738,,1565,,1446,,1275,,1394,,1606,,1989,,2246,,2103,,1799,,1659,,1551,,1520,,2246
299,DHSC,Department of Health and Social Care,Medicines and Healthcare products Regulatory Agency,Medicines and Healthcare Regulatory Agency (MHRA) licence: product safety updates,Requesting a licence or consent,https://services.intralinks.com/logon.html?clientID=3997623225,Data for submissions from the pharmaceutical industry to MHRA for product safety updates relating to licences.,Business,[not provided],,,,,,3400,1690,1832,,1275,,1280,,1201,,1364,,1322,,1127,,1099,,1137,,1063,,1141,,1045,,862,,706,,411,,3400
300,DHSC,Department of Health and Social Care,Medicines and Healthcare products Regulatory Agency,Medicines and Healthcare Regulatory Agency (MHRA) licence: renewals,Requesting a licence or consent,https://services.intralinks.com/logon.html?clientID=3997623225,Data for submissions from the pharmaceutical industry to MHRA for licence renewals.,Business,[not provided],,,,,,3200,1626,1804,,1531,,1332,,1642,,1512,,1560,,1606,,1061,,1672,,1935,,2207,,2383,,1812,,1558,,1428,,3200
275,DHSC,Department of Health and Social Care,Medicines and Healthcare products Regulatory Agency,Reports of defective medicines,Providing information,http://www.mhra.gov.uk/Safetyinformation/Reportingsafetyproblems/Reportingsuspecteddefectsinmedicines/Suspecteddefectonlineform/index.htm,Data for report forms from patients healthcare professionals and public suspecting a defect in a medicine.,Business,[not provided],,,,,,900,,1800,,1800,,1800,,1800,,1800,,1800,,1800,,1800,,1789,,1825,,1872,,1902,,1992,,2208,,2380,,2380
78,BEIS,Department for Business Energy and Industrial Strategy,Department for Business Energy and Industrial Strategy,Environmental directions under the Offshore Petroleum Production and Pipelines (Assessment of Environmental Effects) Regulations 1999,Requesting a licence or consent,https://www.og.decc.gov.uk/portal.htm,Data for environmental directions under the Offshore Petroleum Production and Pipelines (Assessment of Environmental Effects) Regulations 1999.,Business,Fees and charges,,483,,,,1757,,1799,,1698,,1567,,1342,,997,,755,,831,,741,,,,,,540,,,,,,,,,,1799
410,Home Office,Home Office,HM Passport Office,Access to birth records for adopted adults,Requesting information,,Data for access to birth records for adopted adults.,Individuals,Taxpayers,,3500,0,2250,0,2250,0,1768,0,2049,0,2110,0,2266,0,2188,0,1904,0,1878,0,1749,0,1699,0,1494,0,1382,0,1318,0,1242,0,1352,0,1380,0,3500
239,DfT,Department for Transport,Driver and Vehicle Standards Agency,MOT scheme: applications to be an authorised examiner,Requesting a licence or consent,,Data for applications to the Driver and Vehicle Standards Agency (DVLA) to be an authorised examiner for MOTs.,Business,Fees and charges,,2500,,2500,0,2000,,1761,0,1700,,1641,,1615,0,1549,0,1489,0,1425,0,1482,0,,0,,,,0,,0,,0,,,,,2500
338,DWP,Department for Work and Pensions,Health and Safety Executive,Notification of ionising radiation activities,Providing information,https://www.hse.gov.uk/forms/notification/index.htm,Data for notifications of radiation activities received using form IRR6.,Business,Taxpayers,,,,1990,,,,1735,,1611,,1555,,1791,,1780,,1728,,1616,,1772,,1792,,1909,,2073,,1896,,1872,,1918,,1823,,2073
